date,4. close
2020-12-08,139.12
2020-12-07,138.75
2020-12-04,137.19
2020-12-03,136.96
2020-12-02,135.58
2020-12-01,135.44
2020-11-30,134.7
2020-11-27,134.25
2020-11-25,135.54
2020-11-24,134.7
2020-11-23,134.13
2020-11-20,132.98
2020-11-19,131.91
2020-11-18,131.63
2020-11-17,132.21
2020-11-16,130.11
2020-11-13,128.28
2020-11-12,126.64
2020-11-11,127.66
2020-11-10,127.71
2020-11-09,128.95
2020-11-06,128.9
2020-11-05,129.7
2020-11-04,127.34
2020-11-03,124.59
2020-11-02,122.39
2020-10-30,120.08
2020-10-29,122.86
2020-10-28,122.08
2020-10-27,127.99
2020-10-26,128.37
2020-10-23,129.99
2020-10-22,130.02
2020-10-21,129.43
2020-10-20,128.49
2020-10-19,127.43
2020-10-16,128.0
2020-10-15,129.0
2020-10-14,127.66
2020-10-13,129.2
2020-10-12,129.46
2020-10-09,130.98
2020-10-08,129.71
2020-10-07,130.06
2020-10-06,127.65
2020-10-05,127.91
2020-10-02,126.64
2020-10-01,126.64
2020-09-30,125.54
2020-09-29,126.35
2020-09-28,124.32
2020-09-25,124.23
2020-09-24,124.75
2020-09-23,127.11
2020-09-22,116.87
2020-09-21,113.37
2020-09-18,114.66
2020-09-17,116.36
2020-09-16,118.59
2020-09-15,119.27
2020-09-14,119.28
2020-09-11,118.0
2020-09-10,114.79
2020-09-09,114.9
2020-09-08,112.72
2020-09-04,112.4
2020-09-03,112.85
2020-09-02,116.8
2020-09-01,114.84
2020-08-31,111.89
2020-08-28,112.29
2020-08-27,110.84
2020-08-26,111.53
2020-08-25,111.51
2020-08-24,111.83
2020-08-21,109.75
2020-08-20,108.01
2020-08-19,108.39
2020-08-18,106.97
2020-08-17,105.66
2020-08-14,106.43
2020-08-13,106.52
2020-08-12,105.22
2020-08-11,105.12
2020-08-10,105.41
2020-08-07,101.86
2020-08-06,100.45
2020-08-05,100.94
2020-08-04,97.33
2020-08-03,98.33
2020-07-31,97.61
2020-07-30,96.82
2020-07-29,96.97
2020-07-28,96.27
2020-07-27,97.21
2020-07-24,98.43
2020-07-23,98.3
2020-07-22,98.91
2020-07-21,98.36
2020-07-20,95.65
