date,4. close
2020-12-08,1811.33
2020-12-07,1817.03
2020-12-04,1823.76
2020-12-03,1821.84
2020-12-02,1824.97
2020-12-01,1795.36
2020-11-30,1754.4
2020-11-27,1787.02
2020-11-25,1764.13
2020-11-24,1763.9
2020-11-23,1727.56
2020-11-20,1736.38
2020-11-19,1758.57
2020-11-18,1740.64
2020-11-17,1761.66
2020-11-16,1774.03
2020-11-13,1772.26
2020-11-12,1742.82
2020-11-11,1747.23
2020-11-10,1737.72
2020-11-09,1761.42
2020-11-06,1759.73
2020-11-05,1762.5
2020-11-04,1745.85
2020-11-03,1645.66
2020-11-02,1624.32
2020-10-30,1616.11
2020-10-29,1556.88
2020-10-28,1510.8
2020-10-27,1598.88
2020-10-26,1584.29
2020-10-23,1632.98
2020-10-22,1606.66
2020-10-21,1585.99
2020-10-20,1551.08
2020-10-19,1529.95
2020-10-16,1567.7
2020-10-15,1555.47
2020-10-14,1563.44
2020-10-13,1567.07
2020-10-12,1564.59
2020-10-09,1510.45
2020-10-08,1483.43
2020-10-07,1459.14
2020-10-06,1451.02
2020-10-05,1482.83
2020-10-02,1455.6
2020-10-01,1487.9
2020-09-30,1465.6
2020-09-29,1466.02
2020-09-28,1458.66
2020-09-25,1439.06
2020-09-24,1422.86
2020-09-23,1409.39
2020-09-22,1459.82
2020-09-21,1430.14
2020-09-18,1451.09
2020-09-17,1487.04
2020-09-16,1512.09
2020-09-15,1535.12
2020-09-14,1508.83
2020-09-11,1515.76
2020-09-10,1526.05
2020-09-09,1547.23
2020-09-08,1523.6
2020-09-04,1581.21
2020-09-03,1629.51
2020-09-02,1717.39
2020-09-01,1655.08
2020-08-31,1629.53
2020-08-28,1639.43
2020-08-27,1628.52
2020-08-26,1644.13
2020-08-25,1605.85
2020-08-24,1585.15
2020-08-21,1575.57
2020-08-20,1576.25
2020-08-19,1544.61
2020-08-18,1555.78
2020-08-17,1516.24
2020-08-14,1504.63
2020-08-13,1516.65
2020-08-12,1507.24
2020-08-11,1480.54
2020-08-10,1496.82
2020-08-07,1498.37
2020-08-06,1504.95
2020-08-05,1479.09
2020-08-04,1473.3
2020-08-03,1482.76
2020-07-31,1487.95
2020-07-30,1538.37
2020-07-29,1523.51
2020-07-28,1503.65
2020-07-27,1529.43
2020-07-24,1508.21
2020-07-23,1516.75
2020-07-22,1564.85
2020-07-21,1555.92
2020-07-20,1563.84
