date,4. close
2020-12-08,216.01
2020-12-07,214.29
2020-12-04,214.36
2020-12-03,214.24
2020-12-02,215.37
2020-12-01,216.21
2020-11-30,214.07
2020-11-27,215.23
2020-11-25,213.87
2020-11-24,213.86
2020-11-23,210.11
2020-11-20,210.39
2020-11-19,212.42
2020-11-18,211.08
2020-11-17,214.46
2020-11-16,217.23
2020-11-13,216.51
2020-11-12,215.44
2020-11-11,216.55
2020-11-10,211.01
2020-11-09,218.39
2020-11-06,223.72
2020-11-05,223.29
2020-11-04,216.39
2020-11-03,206.43
2020-11-02,202.33
2020-10-30,202.47
2020-10-29,204.72
2020-10-28,202.68
2020-10-27,213.25
2020-10-26,210.08
2020-10-23,216.23
2020-10-22,214.89
2020-10-21,214.8
2020-10-20,214.65
2020-10-19,214.22
2020-10-16,219.66
2020-10-15,219.66
2020-10-14,220.86
2020-10-13,222.86
2020-10-12,221.4
2020-10-09,215.81
2020-10-08,210.58
2020-10-07,209.83
2020-10-06,205.91
2020-10-05,210.38
2020-10-02,206.19
2020-10-01,212.46
2020-09-30,210.33
2020-09-29,207.26
2020-09-28,209.44
2020-09-25,207.82
2020-09-24,203.19
2020-09-23,200.59
2020-09-22,207.42
2020-09-21,202.54
2020-09-18,200.39
2020-09-17,202.91
2020-09-16,205.05
2020-09-15,208.78
2020-09-14,205.41
2020-09-11,204.03
2020-09-10,205.37
2020-09-09,211.29
2020-09-08,202.66
2020-09-04,214.25
2020-09-03,217.3
2020-09-02,231.65
2020-09-01,227.27
2020-08-31,225.53
2020-08-28,228.91
2020-08-27,226.58
2020-08-26,221.15
2020-08-25,216.47
2020-08-24,213.69
2020-08-21,213.02
2020-08-20,214.58
2020-08-19,209.7
2020-08-18,211.49
2020-08-17,210.28
2020-08-14,208.9
2020-08-13,208.7
2020-08-12,209.19
2020-08-11,203.38
2020-08-10,208.25
2020-08-07,212.48
2020-08-06,216.35
2020-08-05,212.94
2020-08-04,213.29
2020-08-03,216.54
2020-07-31,205.01
2020-07-30,203.9
2020-07-29,204.06
2020-07-28,202.02
2020-07-27,203.85
2020-07-24,201.3
2020-07-23,202.54
2020-07-22,211.75
2020-07-21,208.75
2020-07-20,211.6
