date,4. close
2020-12-08,306.13
2020-12-07,299.98
2020-12-04,296.38
2020-12-03,289.1
2020-12-02,281.33
2020-12-01,285.71
2020-11-30,293.57
2020-11-27,275.34
2020-11-25,278.06
2020-11-24,273.01
2020-11-23,276.58
2020-11-20,263.14
2020-11-19,255.67
2020-11-18,231.99
2020-11-17,237.13
2020-11-16,232.7
2020-11-13,228.1
2020-11-12,230.9
2020-11-11,231.43
2020-11-10,216.98
2020-11-09,221.91
2020-11-06,253.36
2020-11-05,225.06
2020-11-04,215.68
2020-11-03,203.49
2020-11-02,206.88
2020-10-30,202.4
2020-10-29,217.93
2020-10-28,217.4
2020-10-27,225.07
2020-10-26,218.42
2020-10-23,223.96
2020-10-22,222.36
2020-10-21,222.78
2020-10-20,218.4
2020-10-19,222.14
2020-10-16,222.32
2020-10-15,226.47
2020-10-14,233.05
2020-10-13,238.575
2020-10-12,221.68
2020-10-09,223.95
2020-10-08,223.84
2020-10-07,212.55
2020-10-06,204.83
2020-10-05,204.16
2020-10-02,200.0
2020-10-01,200.34
2020-09-30,188.8
2020-09-29,187.87
2020-09-28,186.29
2020-09-25,182.43
2020-09-24,178.27
2020-09-23,187.25
2020-09-22,193.79
2020-09-21,188.82
2020-09-18,160.47
2020-09-17,164.67
2020-09-16,169.99
2020-09-15,168.52
2020-09-14,157.73
2020-09-11,155.46
2020-09-10,159.44
2020-09-09,161.18
2020-09-08,162.63
2020-09-04,159.91
2020-09-03,166.9
2020-09-02,178.32
2020-09-01,179.27
2020-08-31,173.48
2020-08-28,172.85
2020-08-27,160.97
2020-08-26,164.28
2020-08-25,147.77
2020-08-24,148.58
2020-08-21,147.13
2020-08-20,148.89
2020-08-19,147.37
2020-08-18,149.85
2020-08-17,145.71
2020-08-14,146.85
2020-08-13,149.97
2020-08-12,146.98
2020-08-11,146.41
2020-08-10,150.41
2020-08-07,156.39
2020-08-06,153.87
2020-08-05,165.42
2020-08-04,166.44
2020-08-03,161.82
2020-07-31,154.89
2020-07-30,150.35
2020-07-29,151.57
2020-07-28,148.75
2020-07-27,155.97
2020-07-24,151.17
2020-07-23,150.16
2020-07-22,152.17
2020-07-21,153.36
2020-07-20,150.46
