date,4. close
2020-12-08,125.49
2020-12-07,123.6
2020-12-04,124.54
2020-12-03,123.66
2020-12-02,125.97
2020-12-01,128.96
2020-11-30,127.31
2020-11-27,126.01
2020-11-25,121.47
2020-11-24,122.92
2020-11-23,126.77
2020-11-20,129.0
2020-11-19,129.2
2020-11-18,132.75
2020-11-17,136.99
2020-11-16,135.18
2020-11-13,129.98
2020-11-12,132.25
2020-11-11,130.44
2020-11-10,123.45
2020-11-09,124.7
2020-11-06,132.28
2020-11-05,131.89
2020-11-04,129.07
2020-11-03,118.21
2020-11-02,116.55
2020-10-30,116.33
2020-10-29,119.91
2020-10-28,122.55
2020-10-27,125.18
2020-10-26,126.5
2020-10-23,126.51
2020-10-22,123.37
2020-10-21,119.07
2020-10-20,124.68
2020-10-19,128.13
2020-10-16,129.91
2020-10-15,133.66
2020-10-14,130.43
2020-10-13,134.44
2020-10-12,131.95
2020-10-09,131.26
2020-10-08,130.34
2020-10-07,131.25
2020-10-06,132.74
2020-10-05,142.28
2020-10-02,142.82
2020-10-01,140.34
2020-09-30,136.65
2020-09-29,137.19
2020-09-28,138.87
2020-09-25,135.68
2020-09-24,134.09
2020-09-23,139.09
2020-09-22,142.87
2020-09-21,137.73
2020-09-18,132.73
2020-09-17,133.6
2020-09-16,130.81
2020-09-15,131.76
2020-09-14,134.79
2020-09-11,134.56
2020-09-10,134.68
2020-09-09,131.99
2020-09-08,132.51
2020-09-04,142.87
2020-09-03,150.3
2020-09-02,160.04
2020-09-01,166.19
2020-08-31,163.4
2020-08-28,164.8
2020-08-27,165.63
2020-08-26,166.95
2020-08-25,167.51
2020-08-24,165.87
2020-08-21,168.29
2020-08-20,165.22
2020-08-19,159.21
2020-08-18,159.76
2020-08-17,157.41
2020-08-14,157.84
2020-08-13,157.36
2020-08-12,153.47
2020-08-11,155.7
2020-08-10,159.83
2020-08-07,165.85
2020-08-06,168.68
2020-08-05,164.87
2020-08-04,163.77
2020-08-03,162.55
2020-07-31,156.25
2020-07-30,158.74
2020-07-29,155.56
2020-07-28,133.28
2020-07-27,134.5
2020-07-24,136.81
2020-07-23,138.86
2020-07-22,136.98
2020-07-21,134.89
2020-07-20,137.37
