date,4. close
2020-12-08,14.24
2020-12-07,14.62
2020-12-04,14.23
2020-12-03,14.19
2020-12-02,13.84
2020-12-01,13.31
2020-11-30,12.65
2020-11-27,12.57
2020-11-25,12.64
2020-11-24,12.82
2020-11-23,12.37
2020-11-20,11.98
2020-11-19,11.98
2020-11-18,11.82
2020-11-17,11.58
2020-11-16,11.7
2020-11-13,11.19
2020-11-12,11.11
2020-11-11,11.65
2020-11-10,12.1
2020-11-09,11.7
2020-11-06,11.7
2020-11-05,11.7
2020-11-04,11.08
2020-11-03,11.27
2020-11-02,10.68
2020-10-30,9.77
2020-10-29,9.65
2020-10-28,8.39
2020-10-27,9.12
2020-10-26,9.15
2020-10-23,9.71
2020-10-22,9.18
2020-10-21,9.5
2020-10-20,9.51
2020-10-19,9.38
2020-10-16,9.37
2020-10-15,9.37
2020-10-14,9.11
2020-10-13,8.84
2020-10-12,9.16
2020-10-09,9.06
2020-10-08,9.17
2020-10-07,8.93
2020-10-06,8.39
2020-10-05,8.43
2020-10-02,8.25
2020-10-01,7.91
2020-09-30,7.87
2020-09-29,7.81
2020-09-28,7.94
2020-09-25,7.75
2020-09-24,7.73
2020-09-23,7.83
2020-09-22,8.26
2020-09-21,8.71
2020-09-18,9.35
2020-09-17,9.71
2020-09-16,9.44
2020-09-15,9.56
2020-09-14,9.41
2020-09-11,9.24
2020-09-10,9.3
2020-09-09,9.28
2020-09-08,9.18
2020-09-04,9.27
2020-09-03,8.88
2020-09-02,9.52
2020-09-01,9.48
2020-08-31,8.96
2020-08-28,9.23
2020-08-27,8.85
2020-08-26,8.83
2020-08-25,8.77
2020-08-24,8.78
2020-08-21,8.51
2020-08-20,8.7
2020-08-19,8.6
2020-08-18,8.61
2020-08-17,8.96
2020-08-14,9.18
2020-08-13,9.16
2020-08-12,9.4
2020-08-11,9.22
2020-08-10,9.21
2020-08-07,8.97
2020-08-06,8.66
2020-08-05,8.81
2020-08-04,8.2
2020-08-03,7.71
2020-07-31,7.62
2020-07-30,7.6
2020-07-29,8.3
2020-07-28,7.79
2020-07-27,8.05
2020-07-24,7.6
2020-07-23,7.66
2020-07-22,7.55
2020-07-21,7.66
2020-07-20,7.02
