date,4. close
2020-12-08,124.38
2020-12-07,123.75
2020-12-04,122.25
2020-12-03,122.94
2020-12-02,123.08
2020-12-01,122.72
2020-11-30,119.05
2020-11-27,116.59
2020-11-25,116.03
2020-11-24,115.17
2020-11-23,113.85
2020-11-20,117.34
2020-11-19,118.64
2020-11-18,118.03
2020-11-17,119.39
2020-11-16,120.3
2020-11-13,119.26
2020-11-12,119.21
2020-11-11,119.49
2020-11-10,115.97
2020-11-09,116.32
2020-11-06,118.69
2020-11-05,119.03
2020-11-04,114.95
2020-11-03,110.44
2020-11-02,108.77
2020-10-30,108.86
2020-10-29,115.32
2020-10-28,111.2
2020-10-27,116.6
2020-10-26,115.05
2020-10-23,115.04
2020-10-22,115.75
2020-10-21,116.87
2020-10-20,117.51
2020-10-19,115.98
2020-10-16,119.02
2020-10-15,120.71
2020-10-14,121.19
2020-10-13,121.1
2020-10-12,124.4
2020-10-09,116.97
2020-10-08,114.97
2020-10-07,115.08
2020-10-06,113.16
2020-10-05,116.5
2020-10-02,113.02
2020-10-01,116.79
2020-09-30,115.81
2020-09-29,114.09
2020-09-28,114.96
2020-09-25,112.28
2020-09-24,108.22
2020-09-23,107.12
2020-09-22,111.81
2020-09-21,110.08
2020-09-18,106.84
2020-09-17,110.34
2020-09-16,112.13
2020-09-15,115.54
2020-09-14,115.355
2020-09-11,112.0
2020-09-10,113.49
2020-09-09,117.32
2020-09-08,112.82
2020-09-04,120.96
2020-09-03,120.88
2020-09-02,131.4
2020-09-01,134.18
2020-08-31,129.04
2020-08-28,499.23
2020-08-27,500.04
2020-08-26,506.09
2020-08-25,499.3
2020-08-24,503.43
2020-08-21,497.48
2020-08-20,473.1
2020-08-19,462.83
2020-08-18,462.25
2020-08-17,458.43
2020-08-14,459.63
2020-08-13,460.04
2020-08-12,452.04
2020-08-11,437.5
2020-08-10,450.91
2020-08-07,444.45
2020-08-06,455.61
2020-08-05,440.25
2020-08-04,438.66
2020-08-03,435.75
2020-07-31,425.04
2020-07-30,384.76
2020-07-29,380.16
2020-07-28,373.01
2020-07-27,379.24
2020-07-24,370.46
2020-07-23,371.38
2020-07-22,389.09
2020-07-21,388.0
2020-07-20,393.43
