date,4. close
2020-12-08,212.07
2020-12-07,211.1
2020-12-04,212.68
2020-12-03,208.22
2020-12-02,208.0
2020-12-01,206.2
2020-11-30,203.92
2020-11-27,209.41
2020-11-25,207.68
2020-11-24,207.89
2020-11-23,204.58
2020-11-20,202.0
2020-11-19,202.72
2020-11-18,201.11
2020-11-17,205.33
2020-11-16,208.59
2020-11-13,201.54
2020-11-12,197.24
2020-11-11,199.29
2020-11-10,201.98
2020-11-09,196.99
2020-11-06,184.27
2020-11-05,183.28
2020-11-04,178.91
2020-11-03,179.21
2020-11-02,173.61
2020-10-30,164.95
2020-10-29,164.6
2020-10-28,161.16
2020-10-27,166.75
2020-10-26,170.17
2020-10-23,175.54
2020-10-22,176.85
2020-10-21,172.87
2020-10-20,173.26
2020-10-19,171.59
2020-10-16,174.86
2020-10-15,172.61
2020-10-14,173.47
2020-10-13,171.55
2020-10-12,175.36
2020-10-09,174.38
2020-10-08,173.78
2020-10-07,171.55
2020-10-06,166.89
2020-10-05,168.72
2020-10-02,165.61
2020-10-01,163.68
2020-09-30,164.61
2020-09-29,164.51
2020-09-28,164.64
2020-09-25,161.49
2020-09-24,158.76
2020-09-23,158.79
2020-09-22,162.68
2020-09-21,161.37
2020-09-18,168.7
2020-09-17,170.34
2020-09-16,170.0
2020-09-15,168.3
2020-09-14,168.47
2020-09-11,166.45
2020-09-10,164.27
2020-09-09,165.75
2020-09-08,164.27
2020-09-04,166.69
2020-09-03,166.3
2020-09-02,172.47
2020-09-01,167.97
2020-08-31,165.55
2020-08-28,168.38
2020-08-27,165.99
2020-08-26,165.31
2020-08-25,164.53
2020-08-24,159.37
2020-08-21,157.5
2020-08-20,156.17
2020-08-19,156.85
2020-08-18,157.38
2020-08-17,158.76
2020-08-14,160.28
2020-08-13,158.98
2020-08-12,160.07
2020-08-11,160.28
2020-08-10,159.43
2020-08-07,155.11
2020-08-06,152.58
2020-08-05,150.82
2020-08-04,147.33
2020-08-03,148.53
2020-07-31,149.37
2020-07-30,149.16
2020-07-29,154.58
2020-07-28,152.01
2020-07-27,150.76
2020-07-24,149.43
2020-07-23,153.73
2020-07-22,154.61
2020-07-21,154.76
2020-07-20,153.39
