date,4. close
2020-12-08,47.22
2020-12-07,46.57
2020-12-04,46.54
2020-12-03,45.95
2020-12-02,46.16
2020-12-01,46.04
2020-11-30,45.04
2020-11-27,46.03
2020-11-25,46.53
2020-11-24,47.03
2020-11-23,46.04
2020-11-20,46.1
2020-11-19,45.7
2020-11-18,45.32
2020-11-17,47.13
2020-11-16,47.49
2020-11-13,46.18
2020-11-12,46.63
2020-11-11,48.23
2020-11-10,48.61
2020-11-09,44.2
2020-11-06,43.9
2020-11-05,44.13
2020-11-04,43.5
2020-11-03,44.95
2020-11-02,43.79
2020-10-30,42.25
2020-10-29,42.87
2020-10-28,43.8
2020-10-27,45.19
2020-10-26,45.69
2020-10-23,46.27
2020-10-22,45.74
2020-10-21,45.48
2020-10-20,45.37
2020-10-19,45.11
2020-10-16,45.23
2020-10-15,44.92
2020-10-14,44.48
2020-10-13,45.02
2020-10-12,45.33
2020-10-09,43.58
2020-10-08,43.66
2020-10-07,43.21
2020-10-06,42.54
2020-10-05,42.94
2020-10-02,42.68
2020-10-01,42.6
2020-09-30,42.27
2020-09-29,42.95
2020-09-28,43.39
2020-09-25,41.86
2020-09-24,41.14
2020-09-23,40.67
2020-09-22,41.87
2020-09-21,42.32
2020-09-18,44.07
2020-09-17,42.87
2020-09-16,43.13
2020-09-15,43.46
2020-09-14,43.51
2020-09-11,43.21
2020-09-10,43.5
2020-09-09,44.67
2020-09-08,43.74
2020-09-04,44.65
2020-09-03,45.18
2020-09-02,45.86
2020-09-01,44.82
2020-08-31,45.61
2020-08-28,44.87
2020-08-27,45.39
2020-08-26,45.12
2020-08-25,45.84
2020-08-24,45.91
2020-08-21,45.65
2020-08-20,45.8
2020-08-19,45.84
2020-08-18,46.28
2020-08-17,47.02
2020-08-14,47.05
2020-08-13,47.33
2020-08-12,48.15
2020-08-11,47.09
2020-08-10,47.74
2020-08-07,48.1
2020-08-06,45.98
2020-08-05,45.01
2020-08-04,45.04
2020-08-03,45.64
2020-07-31,46.31
2020-07-30,47.21
2020-07-29,48.44
2020-07-28,48.13
2020-07-27,48.43
2020-07-24,48.46
2020-07-23,48.45
2020-07-22,49.25
2020-07-21,50.65
2020-07-20,49.87
