date,4. close
2020-12-08,69.92
2020-12-07,70.31
2020-12-04,67.31
2020-12-03,69.7
2020-12-02,68.01
2020-12-01,68.21
2020-11-30,70.02
2020-11-27,69.72
2020-11-25,67.42
2020-11-24,64.03
2020-11-23,65.79
2020-11-20,66.85
2020-11-19,65.95
2020-11-18,64.45
2020-11-17,63.35
2020-11-16,62.62
2020-11-13,62.32
2020-11-12,60.26
2020-11-11,59.55
2020-11-10,55.67
2020-11-09,57.75
2020-11-06,64.74
2020-11-05,63.47
2020-11-04,61.45
2020-11-03,59.58
2020-11-02,58.38
2020-10-30,58.95
2020-10-29,62.51
2020-10-28,49.25
2020-10-27,52.52
2020-10-26,50.46
2020-10-23,53.0
2020-10-22,50.81
2020-10-21,49.38
2020-10-20,45.32
2020-10-19,45.82
2020-10-16,44.06
2020-10-15,43.65
2020-10-14,43.99
2020-10-13,44.15
2020-10-12,44.04
2020-10-09,43.39
2020-10-08,43.61
2020-10-07,43.36
2020-10-06,43.01
2020-10-05,44.07
2020-10-02,43.82
2020-10-01,44.53
2020-09-30,41.51
2020-09-29,40.56
2020-09-28,40.98
2020-09-25,39.9
2020-09-24,38.49
2020-09-23,39.55
2020-09-22,40.55
2020-09-21,36.87
2020-09-18,36.88
2020-09-17,36.59
2020-09-16,37.13
2020-09-15,37.61
2020-09-14,36.32
2020-09-11,34.11
2020-09-10,34.69
2020-09-09,35.51
2020-09-08,34.03
2020-09-04,34.38
2020-09-03,35.93
2020-09-02,38.81
2020-09-01,38.36
2020-08-31,36.79
2020-08-28,35.34
2020-08-27,34.49
2020-08-26,34.31
2020-08-25,34.07
2020-08-24,32.9
2020-08-21,34.19
2020-08-20,34.5
2020-08-19,34.53
2020-08-18,35.98
2020-08-17,35.01
2020-08-14,34.68
2020-08-13,34.86
2020-08-12,35.53
2020-08-11,34.4
2020-08-10,35.86
2020-08-07,34.98
2020-08-06,35.9
2020-08-05,35.88
2020-08-04,34.91
2020-08-03,36.08
2020-07-31,34.29
2020-07-30,25.19
2020-07-29,24.95
2020-07-28,24.0
2020-07-27,24.27
2020-07-24,24.54
2020-07-23,24.64
2020-07-22,25.39
2020-07-21,25.72
2020-07-20,26.08
