date,4. close
2020-12-08,223.5
2020-12-07,226.15
2020-12-04,224.43
2020-12-03,223.34
2020-12-02,224.8
2020-12-01,225.0
2020-11-30,224.63
2020-11-27,216.78
2020-11-25,217.22
2020-11-24,218.26
2020-11-23,221.08
2020-11-20,225.76
2020-11-19,225.83
2020-11-18,224.7
2020-11-17,229.35
2020-11-16,229.65
2020-11-13,234.68
2020-11-12,232.99
2020-11-11,233.14
2020-11-10,225.88
2020-11-09,233.78
2020-11-06,245.46
2020-11-05,240.34
2020-11-04,240.52
2020-11-03,234.76
2020-11-02,232.44
2020-10-30,229.54
2020-10-29,230.07
2020-10-28,232.1
2020-10-27,239.78
2020-10-26,234.91
2020-10-23,232.66
2020-10-22,233.98
2020-10-21,226.55
2020-10-20,227.03
2020-10-19,223.83
2020-10-16,227.45
2020-10-15,225.42
2020-10-14,226.55
2020-10-13,225.62
2020-10-12,225.75
2020-10-09,226.06
2020-10-08,220.71
2020-10-07,222.03
2020-10-06,218.24
2020-10-05,218.35
2020-10-02,212.5
2020-10-01,214.67
2020-09-30,215.33
2020-09-29,211.01
2020-09-28,209.79
2020-09-25,207.16
2020-09-24,203.67
2020-09-23,205.2
2020-09-22,207.15
2020-09-21,205.81
2020-09-18,206.31
2020-09-17,207.15
2020-09-16,207.05
2020-09-15,208.69
2020-09-14,207.93
2020-09-11,204.87
2020-09-10,203.09
2020-09-09,201.94
2020-09-08,196.15
2020-09-04,196.58
2020-09-03,200.91
2020-09-02,209.97
2020-09-01,208.38
2020-08-31,206.47
2020-08-28,205.64
2020-08-27,204.39
2020-08-26,208.19
2020-08-25,207.57
2020-08-24,205.56
2020-08-21,207.8
2020-08-20,205.66
2020-08-19,205.93
2020-08-18,207.68
2020-08-17,205.57
2020-08-14,204.86
2020-08-13,207.19
2020-08-12,205.92
2020-08-11,200.01
2020-08-10,202.05
2020-08-07,205.4
2020-08-06,205.69
2020-08-05,205.54
2020-08-04,206.07
2020-08-03,206.83
2020-07-31,203.8
2020-07-30,202.14
2020-07-29,202.13
2020-07-28,199.01
2020-07-27,198.98
2020-07-24,195.27
2020-07-23,199.22
2020-07-22,195.61
2020-07-21,195.0
2020-07-20,193.37
