date,4. close
2020-12-08,28.93
2020-12-07,29.09
2020-12-04,29.29
2020-12-03,28.91
2020-12-02,29.06
2020-12-01,28.69
2020-11-30,28.16
2020-11-27,28.99
2020-11-25,29.03
2020-11-24,28.98
2020-11-23,27.39
2020-11-20,26.81
2020-11-19,26.98
2020-11-18,26.98
2020-11-17,27.55
2020-11-16,27.58
2020-11-13,27.0
2020-11-12,26.69
2020-11-11,27.34
2020-11-10,27.66
2020-11-09,27.76
2020-11-06,24.31
2020-11-05,24.61
2020-11-04,23.68
2020-11-03,24.69
2020-11-02,24.08
2020-10-30,23.7
2020-10-29,23.54
2020-10-28,23.47
2020-10-27,23.85
2020-10-26,24.54
2020-10-23,24.9
2020-10-22,24.87
2020-10-21,24.05
2020-10-20,24.14
2020-10-19,23.72
2020-10-16,24.24
2020-10-15,24.15
2020-10-14,23.62
2020-10-13,24.95
2020-10-12,25.68
2020-10-09,25.36
2020-10-08,25.24
2020-10-07,24.88
2020-10-06,24.37
2020-10-05,24.62
2020-10-02,24.21
2020-10-01,24.1
2020-09-30,24.09
2020-09-29,23.77
2020-09-28,24.09
2020-09-25,23.49
2020-09-24,23.34
2020-09-23,23.26
2020-09-22,23.94
2020-09-21,24.47
2020-09-18,25.21
2020-09-17,25.35
2020-09-16,25.6
2020-09-15,25.28
2020-09-14,25.75
2020-09-11,25.5
2020-09-10,25.14
2020-09-09,25.51
2020-09-08,25.48
2020-09-04,26.54
2020-09-03,25.66
2020-09-02,26.02
2020-09-01,25.71
2020-08-31,25.74
2020-08-28,26.3
2020-08-27,26.05
2020-08-26,25.56
2020-08-25,26.0
2020-08-24,25.69
2020-08-21,24.98
2020-08-20,25.1
2020-08-19,25.5
2020-08-18,25.53
2020-08-17,25.9
2020-08-14,26.47
2020-08-13,26.35
2020-08-12,26.73
2020-08-11,26.92
2020-08-10,26.56
2020-08-07,26.11
2020-08-06,25.47
2020-08-05,25.39
2020-08-04,25.01
2020-08-03,24.99
2020-07-31,24.88
2020-07-30,24.84
2020-07-29,25.27
2020-07-28,24.36
2020-07-27,24.14
2020-07-24,24.35
2020-07-23,24.54
2020-07-22,24.31
2020-07-21,24.42
2020-07-20,23.58
