date,4. close
2020-12-08,10.96
2020-12-07,10.86
2020-12-04,10.88
2020-12-03,10.6
2020-12-02,10.43
2020-12-01,10.15
2020-11-30,10.18
2020-11-27,10.4
2020-11-25,10.5
2020-11-24,10.45
2020-11-23,10.07
2020-11-20,9.76
2020-11-19,9.66
2020-11-18,9.73
2020-11-17,9.68
2020-11-16,9.57
2020-11-13,9.25
2020-11-12,8.76
2020-11-11,8.89
2020-11-10,8.98
2020-11-09,8.72
2020-11-06,8.09
2020-11-05,7.99
2020-11-04,7.85
2020-11-03,7.85
2020-11-02,7.52
2020-10-30,7.42
2020-10-29,7.37
2020-10-28,7.42
2020-10-27,7.1
2020-10-26,7.38
2020-10-23,7.63
2020-10-22,7.72
2020-10-21,7.32
2020-10-20,7.34
2020-10-19,7.29
2020-10-16,7.29
2020-10-15,6.87
2020-10-14,6.82
2020-10-13,6.72
2020-10-12,6.83
2020-10-09,6.84
2020-10-08,6.65
2020-10-07,6.31
2020-10-06,6.17
2020-10-05,6.41
2020-10-02,6.39
2020-10-01,6.24
2020-09-30,6.23
2020-09-29,6.12
2020-09-28,6.2
2020-09-25,6.11
2020-09-24,6.06
2020-09-23,6.11
2020-09-22,6.25
2020-09-21,6.35
2020-09-18,6.88
2020-09-17,7.05
2020-09-16,6.75
2020-09-15,6.1
2020-09-14,6.15
2020-09-11,5.95
2020-09-10,6.0
2020-09-09,6.16
2020-09-08,6.14
2020-09-04,6.42
2020-09-03,6.32
2020-09-02,6.44
2020-09-01,6.19
2020-08-31,6.34
2020-08-28,6.61
2020-08-27,6.48
2020-08-26,6.48
2020-08-25,6.59
2020-08-24,6.63
2020-08-21,6.31
2020-08-20,6.27
2020-08-19,6.38
2020-08-18,6.44
2020-08-17,6.47
2020-08-14,6.66
2020-08-13,6.6
2020-08-12,6.72
2020-08-11,6.73
2020-08-10,6.67
2020-08-07,6.4
2020-08-06,6.33
2020-08-05,6.4
2020-08-04,6.14
2020-08-03,6.11
2020-07-31,6.07
2020-07-30,6.26
2020-07-29,6.59
2020-07-28,6.89
2020-07-27,6.71
2020-07-24,6.86
2020-07-23,7.04
2020-07-22,7.06
2020-07-21,7.04
2020-07-20,6.87
